Abeillia abeillei_Smaragdkehlkolibri
Leucippus fallax_Zimtbrustkolibri
Leucochloris albicollis_Weißkehlkolibri
Leucogeranus leucogeranus_Schneekranich
Leucophaeus atricilla_Aztekenmöwe
Leucophaeus modestus_Graumöwe
Leucophaeus pipixcan_Präriemöwe
Leucophaeus scoresbii_Blutschnabelmöwe
Leucopternis kuhli_Weißbrauenbussard
Leucopternis melanops_Zügelbussard
Leucopternis semiplumbeus_Möwenbussard
Leucosarcia melanoleuca_Wongataube
Leucosticte atrata_Rußschneegimpel
Leucosticte australis_Coloradoschneegimpel
Leucosticte nemoricola_Waldschneegimpel
Leucosticte tephrocotis_Schwarzstirn-Schneegimpel
Lewinia pectoralis_Krickralle
Lewinia striata_Graubrustralle
Lichenostomus melanops_Gelbstirn-Honigfresser
Lichmera incana_Grauohr-Honigfresser
Lichmera indistincta_Braunhonigfresser
Lichmera limbata_Balihonigfresser
Lichmera squamata_Schuppenbrust-Honigfresser
Limnoctites rectirostris_Grauscheitel-Riedschlüpfer
Limnoctites sulphuriferus_Flügelspiegel-Baumschlüpfer
Limnodromus griseus_Moorschlammläufer
Limnodromus scolopaceus_Tundraschlammläufer
Limnornis curvirostris_Braunrücken-Riedschlüpfer
Limnothlypis swainsonii_Swainsonwaldsänger
Limosa fedoa_Marmorschnepfe
Limosa haemastica_Hudsonschnepfe
Limosa lapponica_Pfuhlschnepfe
Limosa limosa_Uferschnepfe
Linaria cannabina_Bluthänfling
Linaria flavirostris_Berghänfling
Liocichla phoenicea_Karminflügel-Bunthäherling
Liocichla ripponi_Rotgesicht-Bunthäherling
Liocichla steerii_Taiwanbunthäherling
Lioparus chrysotis_Goldgrasmücke
Liosceles thoracicus_Brustflecktapaculo
Lipaugus fuscocinereus_Graukotinga
Lipaugus lanioides_Graukopfkotinga
Lipaugus unirufus_Rötelkotinga
Lipaugus vociferans_Schreikotinga
Lipaugus weberi_Braunkappenkotinga
Lissotis melanogaster_Schwarzbauchtrappe
Lochmias nematura_Flussuferschlüpfer
Locustella alishanensis_Taiwanschwirl
Locustella amnicola_Sakhalin Grasshopper-Warbler
Locustella castanea_Sulawesischwirl
Locustella caudata_Langschwanzschwirl
Locustella certhiola_Pallas's Grasshopper-Warbler
Locustella davidi_Davidschwirl
Locustella fasciolata_Gray's Grasshopper-Warbler
Locustella fluviatilis_Schlagschwirl
Locustella kashmirensis_Himalajaschwirl
Locustella lanceolata_Strichelschwirl
Locustella luscinioides_Rohrschwirl
Locustella luteoventris_Hodgsonschwirl
Locustella mandelli_Mandellischwirl
Locustella montis_Javaschwirl
Locustella naevia_Feldschwirl
Locustella ochotensis_Middendorff's Grasshopper-Warbler
Locustella pleskei_Pleske's Grasshopper-Warbler
Locustella pryeri_Marsh Grassbird
Locustella tacsanowskia_Taczanowskischwirl
Locustella thoracica_Fleckenschwirl
Lonchura atricapilla_Schwarzkappennonne
Lonchura malacca_Dreifarbnonne
Lonchura punctulata_Muskatbronzemännchen
Lonchura striata_Spitzschwanz-Bronzemännchen
Lophaetus occipitalis_Schopfadler
Lophoceros alboterminatus_Kronentoko
Lophoceros camurus_Zwergtoko
Lophoceros fasciatus_Elstertoko
Lophoceros hemprichii_Hemprichtoko
Lophoceros nasutus_Grautoko
Lophochroa leadbeateri_Inkakakadu
Lophodytes cucullatus_Kappensäger
Lophonetta specularioides_Schopfente
Lophophanes cristatus_Haubenmeise
Lophophanes dichrous_Grauhaubenmeise
Lophophorus impejanus_Rostschwanz-Glanzfasan
Lophorina superba_Pracht-Kragenparadiesvogel
Lophostrix cristata_Haubenkauz
Lophotriccus eulophotes_Weißbauch-Schuppenkopftyrann
Lophotriccus galeatus_Helm-Schuppenkopftyrann
Lophotriccus pileatus_Rot-Schuppenkopftyrann
Lophotriccus vitiosus_Grau-Schuppenkopftyrann
Lophura leucomelanos_Kalifasan
Loriculus galgulus_Blaukronenpapageichen
Loriculus philippensis_Philippinenpapageichen
Loriculus stigmatus_Rotstirnpapageichen
Loriculus vernalis_Frühlingspapageichen
Lorius chlorocercus_Grünschwanzlori
Loxia curvirostra_Fichtenkreuzschnabel
Loxia leucoptera_Bindenkreuzschnabel
Loxia pytyopsittacus_Kiefernkreuzschnabel
Loxia sinesciuris_Idahokreuzschnabel
Loxioides bailleui_Schwarzmasken-Kleidervogel
Loxops caeruleirostris_Kauai-Akepakleidervogel
Loxops mana_Mana-Akepakleidervogel
Lullula arborea_Heidelerche
Lurocalis rufiventris_Andennachtschwalbe
Lurocalis semitorquatus_Bändernachtschwalbe
Luscinia luscinia_Sprosser
Luscinia megarhynchos_Nachtigall
Luscinia phaenicuroides_Weißbauch-Rostschwanz
Luscinia svecica_Blaukehlchen
Lybius torquatus_Halsband-Bartvogel
Lybius vieilloti_Blutbrust-Bartvogel
Lycocorax pyrrhopterus_Molukkenparadieskrähe
Lymnocryptes minimus_Zwergschnepfe
Lyncornis macrotis_Riesennachtschwalbe
Machaerirhynchus flaviventer_Gelbbauch-Flachschnabel
Machaerirhynchus nigripectus_Schwarzbrust-Flachschnabel
Machaeropterus deliciosus_Keulenschwingenpipra
Machaeropterus pyrocephalus_Feuerkopfpipra
Machaeropterus regulus_Streifenbauchpipra
Machaeropterus striolatus_Rotbrustpipra
Machetornis rixosa_Graslandtyrann
Machlolophus aplonotus_Indienkronenmeise
Machlolophus holsti_Taiwanmeise
Machlolophus nuchalis_Weißflügelmeise
Machlolophus spilonotus_Königsmeise
Machlolophus xanthogenys_Himalajakronenmeise
Mackenziaena leachii_Langschwanz-Ameisenwürger
Mackenziaena severa_Schwarzmasken-Ameisenwürger
Macroagelaius imthurni_Goldachselstärling
Macroagelaius subalaris_Braunachselstärling
Macronus ptilosus_Stachelrücken-Meisentimalie
Macronus striaticeps_Streifenkopf-Meisentimalie
Macronyx capensis_Kappieper
Macronyx croceus_Gelbkehlpieper
Macropygia amboinensis_Kuckuckstaube
Macropygia doreya_Sultantaube
Macropygia mackinlayi_Mackinlaytaube
Macropygia magna_Schweiftaube
Macropygia phasianella_Maronentaube
Macropygia ruficeps_Sundataube
Macropygia tenuirostris_Philippinentaube
Macropygia unchall_Bindenschwanztaube
Macrosphenus concolor_Einfarb-Bülbülgrasmücke
Macrosphenus flavicans_Gelbbauch-Bülbülgrasmücke
Macrosphenus kempi_Rostflanken-Bülbülgrasmücke
Magumma parva_Gelbkleidervogel
Malaconotus blanchoti_Graukopfwürger
Malacopteron affine_Schwarzscheitel-Zweigdrossling
Malacopteron cinereum_Schuppenstirn-Zweigdrossling
Malacopteron magnirostre_Bartstreif-Zweigdrossling
Malacopteron magnum_Rotscheitel-Zweigdrossling
Malacoptila fulvogularis_Ockerkehl-Faulvogel
Malacoptila mystacalis_Schnurrbart-Faulvogel
Malacoptila panamensis_Weißzügel-Faulvogel
Malacoptila semicincta_Halbring-Faulvogel
Malacoptila striata_Halbmond-Faulvogel
Malacorhynchus membranaceus_Rosenohrente
Malcorus pectoralis_Rotohrsänger
Malia grata_Moossänger
Malimbus nitens_Rotkehlweber
Malurus assimilis_Purpurrücken-Staffelschwanz
Malurus cyaneus_Prachtstaffelschwanz
Malurus cyanocephalus_Kaiserstaffelschwanz
Malurus elegans_Silberkopf-Staffelschwanz
Malurus lamberti_Weißbauch-Staffelschwanz
Malurus leucopterus_Weißflügel-Staffelschwanz
Malurus melanocephalus_Rotrücken-Staffelschwanz
Malurus splendens_Türkisstaffelschwanz
Manacus aurantiacus_Orangebandpipra
Manacus candei_Weißbandpipra
Manacus manacus_Weißbrustpipra
Manacus vitellinus_Goldbandpipra
Manorina flavigula_Gelbstirn-Schwatzvogel
Manorina melanocephala_Weißstirn-Schwatzvogel
Manorina melanophrys_Glockenhonigfresser
Mareca americana_Kanadapfeifente
Mareca falcata_Sichelente
Mareca penelope_Pfeifente
Mareca sibilatrix_Chilepfeifente
Mareca strepera_Schnatterente
Margarops fuscatus_Perlaugen-Spottdrossel
Margarornis rubiginosus_Rostbrust-Stachelschwanz
Margarornis squamiger_Tropfenbrust-Stachelschwanz
Margarornis stellatus_Schmuckbrust-Stachelschwanz
Masius chrysopterus_Goldschwingenpipra
Mazaria propinqua_Flussinsel-Dickichtschlüpfer
Mecocerculus hellmayri_Fahlbinden-Tachurityrann
Mecocerculus leucophrys_Weißkehl-Tachurityrann
Mecocerculus minor_Gelbbauch-Tachurityrann
Mecocerculus poecilocercus_Weißschwanz-Tachurityrann
Mecocerculus stictopterus_Weißbinden-Tachurityrann
Megaceryle alcyon_Gürtelfischer
Megaceryle lugubris_Haubenfischer
Megaceryle torquata_Rotbrustfischer
Megalurus palustris_Streifenbuschsänger
Megapodius cumingii_Philippinen-Großfußhuhn
Megapodius eremita_Bismarck-Großfußhuhn
Megapodius freycinet_Molukken-Großfußhuhn
Megapodius reinwardt_Rotbein-Großfußhuhn
Megapomatorhinus erythrocnemis_Black-necklaced Scimitar-Babbler
Megapomatorhinus erythrogenys_Rusty-cheeked Scimitar-Babbler
Megapomatorhinus gravivox_Black-streaked Scimitar-Babbler
Megapomatorhinus hypoleucos_Large Scimitar-Babbler
Megapomatorhinus mcclellandi_Spot-breasted Scimitar-Babbler
Megapomatorhinus swinhoei_Gray-sided Scimitar-Babbler
Megarynchus pitangua_Starkschnabel-Maskentyrann
Megascops albogularis_Weißkehl-Kreischeule
Megascops asio_Ostkreischeule
Megascops atricapilla_Kappenkreischeule
Megascops centralis_Chocókreischeule
Megascops choliba_Tropenkreischeule
Megascops clarkii_Nacktbein-Kreischeule
Megascops cooperi_Mangrovekreischeule
Megascops gilesi_Santa-Marta-Kreischeule
Megascops guatemalae_Rotgesicht-Kreischeule
Megascops hoyi_Hoykreischeule
Megascops ingens_Rostkreischeule
Megascops kennicottii_Westkreischeule
Megascops koepckeae_Andenkreischeule
Megascops marshalli_Nebelwald-Kreischeule
Megascops nudipes_Puerto Rican Screech-Owl
Megascops petersoni_Zimtkreischeule
Megascops roboratus_Buschkreischeule
Megascops roraimae_Roraima-Kreischeule
Megascops sanctaecatarinae_Langohr-Kreischeule
Megascops seductus_Balsaskreischeule
Megascops trichopsis_Fleckenkreischeule
Megascops watsonii_Watsonkreischeule
Megastictus margaritatus_Kurzschwanz-Ameisenwürger
Megaxenops parnaguae_Zimtbaumspäher
Meiglyptes tristis_Wellenspecht
Meiglyptes tukki_Tukkispecht
Melaenornis edolioides_Senegaldrongoschnäpper
Melaenornis fischeri_Bergdrongoschnäpper
Melaenornis silens_Würgerschnäpper
Melampitta lugubris_Glanzflöter
Melanerpes aurifrons_Goldstirnspecht
Melanerpes cactorum_Kaktusspecht
Melanerpes candidus_Weißspecht
Melanerpes carolinus_Carolinaspecht
Melanerpes chrysauchen_Buntkopfspecht
Melanerpes chrysogenys_Goldwangenspecht
Melanerpes cruentatus_Gelbbrauenspecht
Melanerpes erythrocephalus_Rotkopfspecht
Melanerpes flavifrons_Goldmaskenspecht
Melanerpes formicivorus_Eichelspecht
Melanerpes hoffmannii_Hoffmannspecht
Melanerpes lewis_Blutgesichtspecht
Melanerpes portoricensis_Puerto-Rico-Specht
Melanerpes pucherani_Schläfenfleckspecht
Melanerpes pygmaeus_Yucatánspecht
Melanerpes radiolatus_Jamaikaspecht
Melanerpes rubricapillus_Rotkappenspecht
Melanerpes santacruzi_Karibikspecht
Melanerpes striatus_Haitispecht
Melanerpes superciliaris_Bahamaspecht
Melanerpes uropygialis_Gilaspecht
Melaniparus afer_Kaprußmeise
Melaniparus albiventris_Weißbauch-Rußmeise
Melaniparus cinerascens_Akazienrußmeise
Melaniparus funereus_Einfarb-Rußmeise
Melaniparus leucomelas_Weißflügel-Rußmeise
Melaniparus niger_Sambesi-Rußmeise
Melaniparus thruppi_Somalirußmeise
Melanitta americana_Pazifiktrauerente
Melanitta nigra_Trauerente
Melanitta perspicillata_Brillenente
Melanochlora sultanea_Sultansmeise
Melanocorypha bimaculata_Bergkalanderlerche
Melanocorypha calandra_Kalanderlerche
Melanocorypha maxima_Sumpflerche
Melanocorypha yeltoniensis_Schwarzsteppenlerche
Melanodera xanthogramma_Gelbbart-Ammertangare
Melanodryas cucullata_Schwarzkopfschnäpper
Melanodryas vittata_Tasmanschnäpper
Melanopareia elegans_Rotflügel-Bandvogel
Melanopareia maranonica_Weißflügel-Bandvogel
Melanopareia maximiliani_Olivscheitel-Bandvogel
Melanopareia torquata_Rotnacken-Bandvogel
Melanoptila glabrirostris_Glanzspottdrossel
Melanorectes nigrescens_Schwarzdickkopf
Melanospiza bicolor_Jamaikagimpeltangare
Melanotis caerulescens_Blauspottdrossel
Melanotis hypoleucus_Lasurspottdrossel
Meleagris gallopavo_Truthuhn
Meleagris ocellata_Pfauentruthuhn
Meliarchus sclateri_Rostschwanz-Honigfresser
Melidectes belfordi_Belfordhonigfresser
Melidora macrorrhina_Hakenliest
Melilestes megarhynchus_Langschnabel-Honigfresser
Meliphaga gracilis_Graceful Honeyeater
Meliphaga lewinii_Goldohr-Honigfresser
Meliphaga notata_Torreshonigfresser
Melithreptus affinis_Schwarzkopf-Honigfresser
Melithreptus albogularis_Weißkehl-Honigfresser
Melithreptus brevirostris_Braunkopf-Honigfresser
Melithreptus chloropsis_Weißbrauen-Honigfresser
Melithreptus gularis_Schwarzkinn-Honigfresser
Melithreptus lunatus_Mondstreif-Honigfresser
Melithreptus validirostris_Starkschnabel-Honigfresser
Mellisuga helenae_Bienenelfe
Mellisuga minima_Zwergelfe
Melocichla mentalis_Bart-Bülbülgrasmücke
Melopsittacus undulatus_Wellensittich
Melopyrrha portoricensis_Rotkopf-Gimpeltangare
Melopyrrha violacea_Rotbrauen-Gimpeltangare
Melospiza georgiana_Sumpfammer
Melospiza lincolnii_Lincolnammer
Melospiza melodia_Singammer
Melozone aberti_Schwarzkinn-Grundammer
Melozone albicollis_Weißkehl-Grundammer
Melozone biarcuata_Brillengrundammer
Melozone cabanisi_Rotohr-Grundammer
Melozone crissalis_Kaliforniengrundammer
Melozone fusca_Braunrücken-Grundammer
Melozone kieneri_Rostnacken-Grundammer
Melozone leucotis_Weißohr-Grundammer
Menura alberti_Braunrücken-Leierschwanz
Menura novaehollandiae_Graurücken-Leierschwanz
Mergus merganser_Gänsesäger
Mergus serrator_Mittelsäger
Merops albicollis_Weißkehlspint
Merops apiaster_Bienenfresser
Merops bullockoides_Weißstirnspint
Merops bulocki_Rotkehlspint
Merops leschenaulti_Braunkopfspint
Merops oreobates_Bergspint
Merops orientalis_Smaragdspint
Merops ornatus_Regenbogenspint
Merops persicus_Blauwangenspint
Merops philippinus_Blauschwanzspint
Merops pusillus_Zwergspint
Merops superciliosus_Madagaskarspint
Merops viridis_Malaienspint
Merulaxis ater_Braunbauchtapaculo
Merulaxis stresemanni_Stirnhaubentapaculo
Mesembrinibis cayennensis_Grünibis
Mesitornis variegatus_Weißbrust-Stelzenralle
Metallura tyrianthina_Smaragdkehl-Glanzschwänzchen
Metallura williami_Grünglanzschwänzchen
Metopidius indicus_Bronzeblatthühnchen
Metopothrix aurantiaca_Orangestirn-Bündelnister
Metriopelia melanoptera_Weißbugtäubchen
Micrastur buckleyi_Vierbinden-Waldfalke
Micrastur gilvicollis_Zweibinden-Waldfalke
Micrastur mintoni_Mintonwaldfalke
Micrastur mirandollei_Graurücken-Waldfalke
Micrastur plumbeus_Einbinden-Waldfalke
Micrastur ruficollis_Sperberwaldfalke
Micrastur semitorquatus_Kappenwaldfalke
Micrathene whitneyi_Elfenkauz
Microbates cinereiventris_Graubauch-Degenschnäbler
Microbates collaris_Halsband-Degenschnäbler
Microcerculus bambla_Weißbinden-Zaunkönig
Microcerculus marginatus_Schuppenbrust-Zaunkönig
Microcerculus philomela_Nachtigallzaunkönig
Microcerculus ustulatus_Flötenzaunkönig
Microeca fascinans_Weißschwanzschnäpper
Microeca flavigaster_Limonenbauchschnäpper
Micromonacha lanceolata_Streifenfaulvogel
Micronisus gabar_Gabarhabicht
Micropsitta finschii_Salomonenspechtpapagei
Micropternus brachyurus_Rötelspecht
Micropygia schomburgkii_Augenfleckenralle
Microrhopias quixensis_Tropfenflügel-Ameisenfänger
Microspingus cabanisi_Graubrust-Finkentangare
Microspingus cinereus_Grauscheitel-Finkentangare
Microspingus erythrophrys_Rostbrauen-Finkentangare
Microspingus lateralis_Rotbürzel-Finkentangare
Microspingus melanoleucus_Schwarzwangen-Finkentangare
Microspingus torquatus_Bandfinkentangare
Microxenops milleri_Rotschwanz-Baumspäher
Milvago chimachima_Gelbkopfkarakara
Milvago chimango_Chimangokarakara
Milvus aegyptius_Schmarotzermilan
Milvus migrans_Schwarzmilan
Milvus milvus_Rotmilan
Mimus dorsalis_Braunrücken-Spottdrossel
Mimus gilvus_Tropenspottdrossel
Mimus gundlachii_Gundlachspottdrossel
Mimus longicaudatus_Langschwanz-Spottdrossel
Mimus macdonaldi_Españolaspottdrossel
Mimus melanotis_San-Cristóbal-Spottdrossel
Mimus parvulus_Galápagosspottdrossel
Mimus patagonicus_Patagonienspottdrossel
Mimus polyglottos_Gartenspottdrossel
Mimus saturninus_Camposspottdrossel
Mimus thenca_Chilespottdrossel
Mimus triurus_Weißbinden-Spottdrossel
Minla annectens_Rufous-backed Sibia
Mino dumontii_Papuaatzel
Mino kreffti_Bismarckatzel
Mionectes macconnelli_Schwarzschnabel-Pipratyrann
Mionectes oleagineus_Ockerbauch-Pipratyrann
Mionectes olivaceus_Olivkopf-Pipratyrann
Mionectes rufiventris_Graukopf-Pipratyrann
Mionectes striaticollis_Graukappen-Pipratyrann
Mirafra affinis_Jerdonlerche
Mirafra africana_Kurzhaubenlerche
Mirafra apiata_Grasklapperlerche
Mirafra assamica_Bengalenlerche
Mirafra cantillans_Buschlerche
Mirafra cheniana_Spottlerche
Mirafra erythrocephala_Indochinalerche
Mirafra erythroptera_Rotflügellerche
Mirafra fasciolata_Ostklapperlerche
Mirafra javanica_Horsfieldlerche
Mirafra passerina_Sperlingslerche
Mirafra rufocinnamomea_Baumklapperlerche
Mitrephanes phaeocercus_Gelbbauch-Schnäppertyrann
Mitrospingus cassinii_Rußgesicht-Stärlingstangare
Mitrospingus oleagineus_Olivmantel-Stärlingstangare
Mitu salvini_Salvinhokko
Mitu tomentosum_Samthokko
Mitu tuberosum_Amazonashokko
Mixornis bornensis_Fleckenmeisentimalie
Mixornis flavicollis_Grauwangen-Meisentimalie
Mixornis gularis_Strichelmeisentimalie
Mniotilta varia_Kletterwaldsänger
Modulatrix stictigula_Fleckenkehlsopranist
Mohoua albicilla_Weißköpfchen
Mohoua novaeseelandiae_Braunköpfchen
Mohoua ochrocephala_Gelbköpfchen
Molothrus aeneus_Rotaugen-Kuhstärling
Molothrus ater_Braunkopf-Kuhstärling
Molothrus bonariensis_Seidenkuhstärling
Molothrus oryzivorus_Riesenkuhstärling
Molothrus rufoaxillaris_Rotachsel-Kuhstärling
Momotus aequatorialis_Hochlandmotmot
Momotus coeruliceps_Blauscheitelmotmot
Momotus lessonii_Diademmotmot
Momotus mexicanus_Braunscheitelmotmot
Momotus momota_Amazonasmotmot
Momotus subrufescens_Rötelbauchmotmot
Monarcha castaneiventris_Schwarzrückenmonarch
Monarcha frater_Schwarzflügelmonarch
Monarcha melanopsis_Maskenmonarch
Monarcha richardsii_Kappenmonarch
Monasa atra_Weißschulter-Faulvogel
Monasa flavirostris_Gelbschnabel-Faulvogel
Monasa morphoeus_Weißstirn-Faulvogel
Monasa nigrifrons_Schwarzstirn-Faulvogel
Montecincla fairbanki_Flötenhäherling
Monticola cinclorhyncha_Blaukopfrötel
Monticola gularis_Amurrötel
Monticola imerina_Dünenrötel
Monticola rufiventris_Kastanienbauchrötel
Monticola rupestris_Klippenrötel
Monticola saxatilis_Steinrötel
Monticola sharpei_Madagaskarrötel
Monticola solitarius_Blaumerle
Montifringilla blanfordi_Blanford's Snowfinch
Montifringilla nivalis_Schneesperling
Montifringilla taczanowskii_White-rumped Snowfinch
Morococcyx erythropygus_Drosselkuckuck
Morphnarchus princeps_Prinzenbussard
Morus bassanus_Basstölpel
Motacilla aguimp_Witwenstelze
Motacilla alba_Bachstelze
Motacilla capensis_Kapstelze
Motacilla cinerea_Gebirgsstelze
Motacilla citreola_Zitronenstelze
Motacilla clara_Langschwanzstelze
Motacilla flava_Schafstelze
Motacilla flaviventris_Madagaskarstelze
Motacilla grandis_Japanstelze
Motacilla maderaspatensis_Weißbrauenstelze
Motacilla tschutschensis_Tschuktschenstelze
Mulleripicus fulvus_Celebesspecht
Mulleripicus pulverulentus_Puderspecht
Muscicapa adusta_Dunkelschnäpper
Muscicapa aquatica_Sumpfschnäpper
Muscicapa dauurica_Braunschnäpper
Muscicapa ferruginea_Rostschnäpper
Muscicapa griseisticta_Strichelschnäpper
Muscicapa sibirica_Rußschnäpper
Muscicapa striata_Grauschnäpper
Muscicapa tyrrhenica_Mittelmeer-Grauschnäpper
Muscigralla brevicauda_Stummelschwanztyrann
Muscipipra vetula_Kerbschwanztyrann
Muscisaxicola albilora_Rostkappen-Grundtyrann
Muscisaxicola maculirostris_Schnabelfleck-Grundtyrann
Musophaga rossae_Rossturako
Mustelirallus albicollis_Weißkehl-Sumpfhuhn
Mustelirallus erythrops_Paint-billed Crake
Myadestes coloratus_Buntklarino
Myadestes elisabeth_Kubaklarino
Myadestes genibarbis_Bartklarino
Myadestes melanops_Maskenklarino
Myadestes obscurus_Hawaiiklarino
Myadestes occidentalis_Braunrückenklarino
Myadestes ralloides_Andenklarino
Myadestes townsendi_Townsendklarino
Myadestes unicolor_Schieferklarino
Mycerobas affinis_Gelbschenkel-Kernbeißer
Mycerobas carnipes_Wacholderkernbeißer
Mycerobas icterioides_Goldkernbeißer
Mycteria americana_Waldstorch
Mycteria leucocephala_Buntstorch
Myiagra alecto_Glanzmonarch
Myiagra caledonica_Pazifikmonarch
Myiagra cyanoleuca_Seidenmonarch
Myiagra ferrocyanea_Erzmonarch
Myiagra galeata_Molukkenmonarch
Myiagra inquieta_Weißkehlmonarch
Myiagra rubecula_Silbermonarch
Myiagra ruficollis_Breitschnabelmonarch
Myiagra vanikorensis_Rotbauchmonarch
Myiarchus antillarum_Puerto-Rico-Schopftyrann
Myiarchus apicalis_Kolumbienschopftyrann
Myiarchus cephalotes_Andenschopftyrann
Myiarchus cinerascens_Kalifornienschopftyrann
Myiarchus crinitus_Gelbbauch-Schopftyrann
Myiarchus ferox_Kurzschopftyrann
Myiarchus nuttingi_Braunwangen-Schopftyrann
Myiarchus panamensis_Panamaschopftyrann
Myiarchus sagrae_Kubaschopftyrann
Myiarchus stolidus_Haitischopftyrann
Myiarchus swainsoni_Swainsonschopftyrann
Myiarchus tuberculifer_Schwarzkappen-Schopftyrann
Myiarchus tyrannulus_Braunschopftyrann
Myiarchus yucatanensis_Yucatánschopftyrann
Myiobius atricaudus_Schwarzschwanzbekarde
Myiobius barbatus_Gelbbauchbekarde
Myiobius sulphureipygius_Schwefelbürzelbekarde
Myiobius villosus_Gebirgsbekarde
Myioborus albifrons_Weißstirn-Waldsänger
Myioborus brunniceps_Braunkappen-Waldsänger
Myioborus castaneocapilla_Tepuiwaldsänger
Myioborus flavivertex_Gelbkronen-Waldsänger
Myioborus melanocephalus_Brillenwaldsänger
Myioborus miniatus_Larvenwaldsänger
Myioborus ornatus_Schwarzohr-Waldsänger
Myioborus pictus_Rotbrust-Waldsänger
Myioborus torquatus_Halsband-Waldsänger
Myiodynastes bairdii_Rostflügel-Maskentyrann
Myiodynastes chrysocephalus_Andenmaskentyrann
Myiodynastes luteiventris_Nord-Fleckenmaskentyrann
Myiodynastes maculatus_Süd-Fleckenmaskentyrann
Myiomela leucura_Schattenschmätzer
Myiopagis caniceps_Grauolivtyrann
Myiopagis flavivertex_Goldscheitel-Olivtyrann
Myiopagis gaimardii_Weißscheitel-Olivtyrann
Myiopagis olallai_Vorgebirgs-Olivtyrann
Myiopagis subplacens_Weißbrauen-Olivtyrann
Myiopagis viridicata_Grünolivtyrann
Myiophobus cryptoxanthus_Grauflecken-Schnäppertyrann
Myiophobus fasciatus_Rostschnäppertyrann
Myiophobus flavicans_Gelbzügel-Schnäppertyrann
Myiophobus phoenicomitra_Olivrücken-Schnäppertyrann
Myiophobus roraimae_Tepuischnäppertyrann
Myiopsitta monachus_Mönchssittich
Myiornis albiventris_Weißbauch-Zwergtyrann
Myiornis atricapillus_Schwarzkappen-Zwergtyrann
Myiornis auricularis_Ohrfleck-Zwergtyrann
Myiornis ecaudatus_Stummelschwanz-Zwergtyrann
Myiotheretes fumigatus_Rußbuschtyrann
Myiotheretes pernix_Santa-Marta-Buschtyrann
Myiotheretes striaticollis_Streifenkehl-Buschtyrann
Myiothlypis basilica_Santa-Marta-Waldsänger
Myiothlypis bivittata_Bindenwaldsänger
Myiothlypis chlorophrys_Chocówaldsänger
Myiothlypis chrysogaster_Goldbauch-Waldsänger
Myiothlypis cinereicollis_Graukehl-Waldsänger
Myiothlypis conspicillata_Weißzügel-Waldsänger
Myiothlypis coronata_Goldscheitel-Waldsänger
Myiothlypis flaveola_Gilbwaldsänger
Myiothlypis fraseri_Feenwaldsänger
Myiothlypis fulvicauda_Schmätzerwaldsänger
Myiothlypis leucoblephara_Olivflanken-Waldsänger
Myiothlypis leucophrys_Goldflanken-Waldsänger
Myiothlypis luteoviridis_Bonapartewaldsänger
Myiothlypis nigrocristata_Schwarzscheitel-Waldsänger
Myiothlypis rivularis_Flusswaldsänger
Myiothlypis roraimae_Roraimawaldsänger
Myiothlypis signata_Bergbach-Waldsänger
Myiotriccus ornatus_Schmucktyrann
Myiozetetes cayanensis_Rostschwingen-Maskentyrann
Myiozetetes granadensis_Graukappen-Maskentyrann
Myiozetetes luteiventris_Strichelbrust-Maskentyrann
Myiozetetes similis_Rotscheitel-Maskentyrann
Myophonus caeruleus_Purpurpfeifdrossel
Myophonus horsfieldii_Malabarpfeifdrossel
Myophonus insularis_Taiwanpfeifdrossel
Myophonus melanurus_Glanzpfeifdrossel
Myornis senilis_Aschgrautapaculo
Myrmeciza longipes_Grauband-Ameisenvogel
Myrmecocichla arnotti_Arnotschmätzer
Myrmecocichla collaris_Ruahaschmätzer
Myrmecocichla formicivora_Termitenschmätzer
Myrmecocichla monticola_Bergschmätzer
Myrmelastes humaythae_Olivscheitel-Ameisenvogel
Myrmelastes hyperythrus_Bleigrau-Ameisenvogel
Myrmelastes leucostigma_Dreibinden-Ameisenvogel
Myrmelastes rufifacies_Grauwangen-Ameisenvogel
Myrmelastes saturatus_Schieferameisenvogel
Myrmelastes schistaceus_Schwarzschnabel-Ameisenvogel
Myrmoborus leucophrys_Weißstirn-Ameisenschnäpper
Myrmoborus lophotes_Schwarzschopf-Ameisenvogel
Myrmoborus lugubris_Várzeaameisenschnäpper
Myrmoborus melanurus_Schwarzkopf-Ameisenschnäpper
Myrmoborus myotherinus_Schmalbrauen-Ameisenschnäpper
Myrmochanes hemileucus_Flussufer-Ameisenvogel
Myrmoderus eowilsoni_Blauband-Ameisenvogel
Myrmoderus ferrugineus_Weißband-Ameisenvogel
Myrmoderus loricatus_Schmuckbrust-Ameisenvogel
Myrmoderus ruficauda_Schwarzgesicht-Ameisenvogel
Myrmoderus squamosus_Schwarzkehl-Ameisenvogel
Myrmophylax atrothorax_Braunscheitel-Ameisenvogel
Myrmorchilus strigilatus_Strichelrücken-Ameisenfänger
Myrmornis torquata_Stummelschwanz-Ameisenvogel
Myrmothera campanisona_Strichelbrust-Ameisenpitta
Myrmothera simplex_Olivbauch-Ameisenpitta
Myrmothera subcanescens_Tapajósameisenpitta
Myrmotherula ambigua_Gelbkehl-Ameisenschlüpfer
Myrmotherula assimilis_Várzeaameisenschlüpfer
Myrmotherula axillaris_Weißflanken-Ameisenschlüpfer
Myrmotherula brachyura_Weißkehl-Ameisenschlüpfer
